name,cyclomatic,line,length,params,path
"<anonymous>",1,7,4,0,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,9,4,0,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,11,2,0,"/home/user/pure/wix.com/windowScroll.js"
"i",1,19,24,1,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",2,23,65,1,"/home/user/pure/wix.com/windowScroll.js"
"m",1,52,2,2,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,54,26,6,"/home/user/pure/wix.com/windowScroll.js"
"l",1,56,15,1,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,57,16,0,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",6,59,73,1,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",2,66,22,3,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,69,27,1,"/home/user/pure/wix.com/windowScroll.js"
"onComplete",1,74,3,0,"/home/user/pure/wix.com/windowScroll.js"
"scrollToComponent",1,86,16,1,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,87,13,0,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",5,89,58,1,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",3,94,68,2,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,112,19,0,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,113,15,0,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,116,4,1,"/home/user/pure/wix.com/windowScroll.js"
"resolve",1,119,3,0,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,129,14,1,"/home/user/pure/wix.com/windowScroll.js"
"pageDidMount",1,132,2,0,"/home/user/pure/wix.com/windowScroll.js"
"O",1,137,30,1,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,141,2,2,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",2,1,36,0,"/home/user/pure/amd.com/js_B52TU_weZFF6bOOaEdgC9QN5fuI-ynrFhc314hwCiYw.js"
"matchMedium",2,9,32,1,"/home/user/pure/amd.com/js_B52TU_weZFF6bOOaEdgC9QN5fuI-ynrFhc314hwCiYw.js"
"<anonymous>",3,20,18,1,"/home/user/pure/amd.com/js_B52TU_weZFF6bOOaEdgC9QN5fuI-ynrFhc314hwCiYw.js"
"<anonymous>",1,3,2,2,"/home/user/pure/dailymotion.com/svg49.js"
"<anonymous>",1,5,2,2,"/home/user/pure/dailymotion.com/svg49.js"
"getOS",3,1,16,0,"/home/user/pure/outlook.com/detect-os.js"
"<anonymous>",4,1,176,0,"/home/user/pure/gusuwang.com/core.js"
"<anonymous>",3,2,37,0,"/home/user/pure/gusuwang.com/core.js"
"<anonymous>",3,1,56,0,"/home/user/pure/icicibank.com/deep-link.js"
"<anonymous>",1,7,40,0,"/home/user/pure/icicibank.com/deep-link.js"
"<anonymous>",1,19,40,0,"/home/user/pure/icicibank.com/deep-link.js"
"<anonymous>",1,3,11,3,"/home/user/pure/weather.com/78.js"
"a",1,6,21,1,"/home/user/pure/weather.com/78.js"
"<anonymous>",1,1,0,0,"/home/user/pure/pornhub.com/front-index.js"
"<anonymous>",1,1,6,3,"/home/user/pure/xfinity.com/satellite-5d1b853864746d5f15000706.js"
"<anonymous>",1,2,15,0,"/home/user/pure/xfinity.com/satellite-5d1b853864746d5f15000706.js"
"<anonymous>",1,3,11,3,"/home/user/pure/weather.com/112.js"
"o",1,6,18,1,"/home/user/pure/weather.com/112.js"
"<anonymous>",1,3,1,1,"/home/user/pure/irishtimes.com/en-us-base-json.js"
"<anonymous>",1,3,11,3,"/home/user/pure/weather.com/94.js"
"o",1,6,18,1,"/home/user/pure/weather.com/94.js"
"schemaLoad",5,1,68,4,"/home/user/pure/sap.com/schemaFunctions.js"
"i.onreadystatechange",6,11,58,0,"/home/user/pure/sap.com/schemaFunctions.js"
"<anonymous>",1,21,2,0,"/home/user/pure/acs.org/satellite-5c631aa464746d3312003a83.js"
"async_load",1,22,23,0,"/home/user/pure/acs.org/satellite-5c631aa464746d3312003a83.js"
"<anonymous>",1,1,0,0,"/home/user/pure/lg.com/GPC0101.js"
"<anonymous>",2,1,76,5,"/home/user/pure/nasdaq.com/google_tag.js"
"sj_rra",1,1,45,1,"/home/user/pure/bing.com/7m655Ud2BRXxznIYtGVzYp1pj8s.js"
"t.onreadystatechange",1,8,0,0,"/home/user/pure/bing.com/7m655Ud2BRXxznIYtGVzYp1pj8s.js"
"<anonymous>",4,1,50,1,"/home/user/pure/plesk.com/plesk-popup.js"
"<anonymous>",1,9,4,0,"/home/user/pure/plesk.com/plesk-popup.js"
"<anonymous>",1,13,4,0,"/home/user/pure/plesk.com/plesk-popup.js"
"<anonymous>",1,1,4,2,"/home/user/pure/emxdgt.com/wp-emoji.js"
"wpEmoji",5,2,60,0,"/home/user/pure/emxdgt.com/wp-emoji.js"
"browserSupportsSvgAsImage",2,21,19,0,"/home/user/pure/emxdgt.com/wp-emoji.js"
"load",5,38,64,0,"/home/user/pure/emxdgt.com/wp-emoji.js"
"<anonymous>",12,61,184,1,"/home/user/pure/emxdgt.com/wp-emoji.js"
"test",3,133,24,1,"/home/user/pure/emxdgt.com/wp-emoji.js"
"parse",10,154,96,2,"/home/user/pure/emxdgt.com/wp-emoji.js"
"callback",10,167,56,2,"/home/user/pure/emxdgt.com/wp-emoji.js"
"onerror",2,190,18,0,"/home/user/pure/emxdgt.com/wp-emoji.js"
"params.attributes",1,198,4,0,"/home/user/pure/emxdgt.com/wp-emoji.js"
"<anonymous>",1,3,51,3,"/home/user/pure/khanacademy.org/1d98b6a9fc42d53264bd3fb2b545faa5.js"
"u",2,12,14,1,"/home/user/pure/khanacademy.org/1d98b6a9fc42d53264bd3fb2b545faa5.js"
"e",6,17,56,0,"/home/user/pure/khanacademy.org/1d98b6a9fc42d53264bd3fb2b545faa5.js"
"e",2,30,43,1,"/home/user/pure/khanacademy.org/1d98b6a9fc42d53264bd3fb2b545faa5.js"
"e",1,35,19,0,"/home/user/pure/khanacademy.org/1d98b6a9fc42d53264bd3fb2b545faa5.js"
"_MembershipSsoInitWrapper",2,8,64,7,"/home/user/pure/nba.com/sso.js"
"_MembershipSsoInit",1,14,46,10,"/home/user/pure/nba.com/sso.js"
"init",2,21,19,0,"/home/user/pure/nba.com/sso.js"
"initPubSub",1,33,48,0,"/home/user/pure/nba.com/sso.js"
"checkSso",1,46,57,0,"/home/user/pure/nba.com/sso.js"
"setSso",1,63,47,2,"/home/user/pure/nba.com/sso.js"
"unsetSso",1,76,42,2,"/home/user/pure/nba.com/sso.js"
"successCheck",1,88,17,2,"/home/user/pure/nba.com/sso.js"
"<anonymous>",1,4,40,0,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"u",1,5,1,1,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"i",9,8,114,1,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"o",3,20,72,1,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"s",2,25,18,1,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"f",1,29,6,1,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"h",3,33,49,1,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"c",1,37,0,0,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"r",1,41,3,3,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"<anonymous>.Submit",1,43,38,0,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"y",1,44,7,0,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"t.onreadystatechange",3,52,92,0,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"<anonymous>",1,62,9,2,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"<anonymous>",1,79,0,0,"/home/user/pure/bing.com/swyt_VnIjJDWZW5KEq7a8l_1AEw.js"
"<anonymous>",2,1,99,1,"/home/user/pure/plesk.com/mkhb-render.js"
"mkhbGetOffset",7,11,90,2,"/home/user/pure/plesk.com/mkhb-render.js"
"mkhbUpdateTop",2,32,16,0,"/home/user/pure/plesk.com/mkhb-render.js"
"mkhbSetFixedHeight",1,37,7,1,"/home/user/pure/plesk.com/mkhb-render.js"
"<anonymous>",2,38,30,1,"/home/user/pure/plesk.com/mkhb-render.js"
"mkhbSlideDown",1,47,17,4,"/home/user/pure/plesk.com/mkhb-render.js"
"onScroll",2,48,46,0,"/home/user/pure/plesk.com/mkhb-render.js"
"mkhbLazy",1,67,21,4,"/home/user/pure/plesk.com/mkhb-render.js"
"onScroll",2,69,57,0,"/home/user/pure/plesk.com/mkhb-render.js"
"mkhbHideRespBurger",3,90,20,0,"/home/user/pure/plesk.com/mkhb-render.js"
"<anonymous>",2,97,75,0,"/home/user/pure/plesk.com/mkhb-render.js"
"mkhbAddRespNormal",3,109,41,2,"/home/user/pure/plesk.com/mkhb-render.js"
"<anonymous>",3,118,48,0,"/home/user/pure/plesk.com/mkhb-render.js"
"resizeHeader",2,131,15,0,"/home/user/pure/plesk.com/mkhb-render.js"
"initialAction",2,141,12,0,"/home/user/pure/plesk.com/mkhb-render.js"
"<anonymous>",3,143,77,1,"/home/user/pure/plesk.com/mkhb-render.js"
"<anonymous>",3,2,27,0,"/home/user/pure/mzstatic.com/auto-relay.js"
"<anonymous>",3,2,70,0,"/home/user/pure/ign.com/count.js"
"e.getCount",10,13,268,1,"/home/user/pure/ign.com/count.js"
"e.displayCount",6,43,93,1,"/home/user/pure/ign.com/count.js"
"<anonymous>",1,1,11,4,"/home/user/pure/rollingstone.com/i.js"
"bWfM",1,3,2,2,"/home/user/pure/dailymotion.com/svg136.js"
"<anonymous>",1,6,19,0,"/home/user/pure/acm.org/webfontloader.js"
"CKXU",1,3,97,3,"/home/user/pure/khanacademy.org/6956f82a322ace950e775be818a218cb.js"
"i",2,13,14,1,"/home/user/pure/khanacademy.org/6956f82a322ace950e775be818a218cb.js"
"d",7,19,83,1,"/home/user/pure/khanacademy.org/6956f82a322ace950e775be818a218cb.js"
"e",1,52,329,0,"/home/user/pure/khanacademy.org/6956f82a322ace950e775be818a218cb.js"
"ndFY",1,132,36,3,"/home/user/pure/khanacademy.org/6956f82a322ace950e775be818a218cb.js"
"e",1,139,4,0,"/home/user/pure/khanacademy.org/6956f82a322ace950e775be818a218cb.js"
"<anonymous>",1,11,16,1,"/home/user/pure/clickfunnels.com/wr-afcff854f6b7ca040aadd6dad4a81a18.js"
"<anonymous>",1,3,14,3,"/home/user/pure/ft.com/financial-times-x-engine.js"
"<anonymous>",1,7,14,3,"/home/user/pure/ft.com/financial-times-x-engine.js"
"<anonymous>",2,1,63,0,"/home/user/pure/weather.com/confiant-tag.js"
"callback",1,10,6,6,"/home/user/pure/weather.com/confiant-tag.js"
"templates_templateHdfcPortalLifestage.templateHdfcPortalLifestage",4,9,103,2,"/home/user/pure/hdfcbank.com/template_004.js"
"<anonymous>",1,3,4,3,"/home/user/pure/fortune.com/npm_039.js"
"<anonymous>",1,1,16,0,"/home/user/pure/mayoclinic.org/62c66e551c8843751a4b323971a676dc.js"
"appendTag",1,4,7,2,"/home/user/pure/mayoclinic.org/62c66e551c8843751a4b323971a676dc.js"
"<anonymous>",2,7,63,1,"/home/user/pure/ow.ly/munchkin_002.js"
"m",3,15,36,0,"/home/user/pure/ow.ly/munchkin_002.js"
"n",2,24,61,1,"/home/user/pure/ow.ly/munchkin_002.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/ow.ly/munchkin_002.js"
"init",6,39,92,1,"/home/user/pure/ow.ly/munchkin_002.js"
"p",1,55,8,1,"/home/user/pure/ow.ly/munchkin_002.js"
"h.b",1,56,8,0,"/home/user/pure/ow.ly/munchkin_002.js"
"<anonymous>",7,2,144,0,"/home/user/pure/pornhub.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/pornhub.com/api.js"
"<anonymous>",8,2,158,0,"/home/user/pure/freepik.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/freepik.com/api.js"
"<anonymous>",1,3,56,3,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,5,2,0,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"c",5,15,104,0,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,31,22,3,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,33,2,0,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"s",1,37,22,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,39,5,0,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,44,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,46,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,48,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,50,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,52,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,54,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,56,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,58,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,60,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,62,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,64,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",1,66,1,1,"/home/user/pure/surveymonkey.com/app-main-684085e2.js"
"<anonymous>",8,2,158,0,"/home/user/pure/nvidia.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/nvidia.com/api.js"
"hrYI",1,3,141,3,"/home/user/pure/khanacademy.org/6268a1438d831f0c24f5435a9d80cbcd.js"
"s",2,11,14,1,"/home/user/pure/khanacademy.org/6268a1438d831f0c24f5435a9d80cbcd.js"
"i",7,17,83,1,"/home/user/pure/khanacademy.org/6268a1438d831f0c24f5435a9d80cbcd.js"
"e",1,44,15,1,"/home/user/pure/khanacademy.org/6268a1438d831f0c24f5435a9d80cbcd.js"
"e",1,50,25,1,"/home/user/pure/khanacademy.org/6268a1438d831f0c24f5435a9d80cbcd.js"
"e",1,52,9,1,"/home/user/pure/khanacademy.org/6268a1438d831f0c24f5435a9d80cbcd.js"
"e",1,60,15,1,"/home/user/pure/khanacademy.org/6268a1438d831f0c24f5435a9d80cbcd.js"
"<anonymous>",8,2,158,0,"/home/user/pure/ubuntu.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/ubuntu.com/api.js"
"<anonymous>",1,1,0,0,"/home/user/pure/xvideos.com/jquery.js"
"hUx2",1,3,1,1,"/home/user/pure/dailymotion.com/dmp_004.js"
"<anonymous>.delCSS",1,2,2,2,"/home/user/pure/bild.de/delCSS.js"
"<anonymous>.getWinHeight",1,2,6,0,"/home/user/pure/welt.de/getWinHeight.js"
"isIE",1,1,20,1,"/home/user/pure/ltn.com.tw/isIE.js"
"<anonymous>",1,1,41,2,"/home/user/pure/onet.pl/manager.js"
"n",1,2,10,1,"/home/user/pure/onet.pl/manager.js"
"<anonymous>.updateState",1,5,1,1,"/home/user/pure/onet.pl/manager.js"
"<anonymous>.updateElement",1,6,2,2,"/home/user/pure/onet.pl/manager.js"
"<anonymous>.getId",1,7,9,1,"/home/user/pure/onet.pl/manager.js"
"<anonymous>.addSubscriber",1,9,10,1,"/home/user/pure/onet.pl/manager.js"
"<anonymous>",2,1,67,5,"/home/user/pure/ssa.gov/ae.js"
"<anonymous>",1,1,6,3,"/home/user/pure/xfinity.com/satellite-5784f5c764746d24f80015ae.js"
"<anonymous>",2,1,81,5,"/home/user/pure/sagepub.com/js_ojgSdDao4WzkzxA739gUokANHojdq3cYqvOeO3vJdrI.js"
"<anonymous>",1,1,18,2,"/home/user/pure/census.gov/component_003.js"
"initCarousel",2,5,127,2,"/home/user/pure/census.gov/component_003.js"
"<anonymous>",2,26,46,0,"/home/user/pure/census.gov/component_003.js"
"<anonymous>",2,38,46,0,"/home/user/pure/census.gov/component_003.js"
"<anonymous>",1,50,52,0,"/home/user/pure/census.gov/component_003.js"
"findParentCarousel",1,62,46,1,"/home/user/pure/census.gov/component_003.js"
"updateCarousel",1,76,111,2,"/home/user/pure/census.gov/component_003.js"
"<anonymous>",1,88,9,2,"/home/user/pure/census.gov/component_003.js"
"<anonymous>",1,96,9,2,"/home/user/pure/census.gov/component_003.js"
"updateMediaContainer",7,103,176,2,"/home/user/pure/census.gov/component_003.js"
"<anonymous>",2,2,28,2,"/home/user/pure/panasonic.com/api-libs-if_002.js"
"getCartInfo",1,8,1,1,"/home/user/pure/panasonic.com/api-libs-if_002.js"
"<anonymous>",2,144,5,0,"/home/user/pure/sourceforge.net/11319_1.js"
"<anonymous>",2,3,122,3,"/home/user/pure/dhs.gov/modernizr.js"
"o",1,4,7,2,"/home/user/pure/dhs.gov/modernizr.js"
"a",10,8,193,0,"/home/user/pure/dhs.gov/modernizr.js"
"i",4,18,84,1,"/home/user/pure/dhs.gov/modernizr.js"
"on",1,38,7,2,"/home/user/pure/dhs.gov/modernizr.js"
"<anonymous>",1,39,5,0,"/home/user/pure/dhs.gov/modernizr.js"
"addTest",1,43,18,3,"/home/user/pure/dhs.gov/modernizr.js"
"addAsyncTest",1,50,13,1,"/home/user/pure/dhs.gov/modernizr.js"
"Modernizr",1,57,0,0,"/home/user/pure/dhs.gov/modernizr.js"
"<anonymous>",1,3,36,3,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,5,0,0,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"t",3,15,45,1,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",2,17,17,2,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,27,33,3,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,32,2,0,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"c",3,35,66,1,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",6,41,94,1,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,59,28,3,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,61,2,0,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"c",16,67,193,1,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,96,22,3,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,98,2,0,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,103,1,1,"/home/user/pure/shutterstock.com/1738-util-currency-1684441ac513b6c7b714.js"
"<anonymous>",1,1,25,0,"/home/user/pure/smithsonianmag.com/315.js"
"<anonymous>",1,1,22,2,"/home/user/pure/elsevierhealth.com/author_publication.js"
"hasValue",1,4,7,1,"/home/user/pure/elsevierhealth.com/author_publication.js"
"getValue",1,7,7,1,"/home/user/pure/elsevierhealth.com/author_publication.js"
"isAllowed",1,10,1,1,"/home/user/pure/elsevierhealth.com/author_publication.js"
"<anonymous>",1,3,15,7,"/home/user/pure/irs.gov/google-analytics.js"
"<anonymous>",2,7,63,1,"/home/user/pure/washington.edu/munchkin.js"
"m",3,15,36,0,"/home/user/pure/washington.edu/munchkin.js"
"n",2,24,61,1,"/home/user/pure/washington.edu/munchkin.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/washington.edu/munchkin.js"
"init",6,39,92,1,"/home/user/pure/washington.edu/munchkin.js"
"p",1,55,8,1,"/home/user/pure/washington.edu/munchkin.js"
"h.b",1,56,8,0,"/home/user/pure/washington.edu/munchkin.js"
"<anonymous>",2,1,81,5,"/home/user/pure/arizona.edu/js_m5EgIDz3JSRJaJMBJbzKzQuTeEGvtl7CWGEf5OObut0.js"
"<anonymous>",2,1,92,0,"/home/user/pure/usa.gov/states.js"
"<anonymous>",1,3,26,0,"/home/user/pure/usa.gov/states.js"
"<anonymous>",1,17,0,0,"/home/user/pure/usa.gov/states.js"
"<anonymous>",1,20,8,0,"/home/user/pure/usa.gov/states.js"
"<anonymous>",2,1,76,5,"/home/user/pure/unicef.org/google_tag.js"
"<anonymous>",2,1,132,0,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"closeButtonHHandler",1,31,9,1,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"logoButtonHHandler",1,36,1,1,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"checkTime",2,39,10,0,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"iframeLoadCompleteHandler",1,46,14,1,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"slotRenderEndedHandler",2,53,47,1,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"loadAd",1,61,4,0,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"showAd",4,65,115,1,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"adLoadCompleteHandler",5,87,63,1,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"adLoadErrorHandler",1,113,6,1,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"scrollHandler",1,117,3,1,"/home/user/pure/ensonhaber.com/sticky-footer.js"
"<anonymous>",2,1,81,5,"/home/user/pure/utoronto.ca/js_Xh8g0R8vdh5kalR60gtrsT0f0SYm-mL3rDvAJMaNnmo.js"
"<anonymous>",1,8,10,0,"/home/user/pure/matterport.com/widget.js"
"<anonymous>",1,1,6,1,"/home/user/pure/sputniknews.com/loadjs.js"
"c",1,2,58,3,"/home/user/pure/sputniknews.com/loadjs.js"
"<anonymous>",7,2,144,0,"/home/user/pure/denverpost.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/denverpost.com/api.js"
"Silder",1,1,152,0,"/home/user/pure/momoshop.com.tw/slide.js"
"self.init",3,26,176,2,"/home/user/pure/momoshop.com.tw/slide.js"
"self.resizeWindow",9,68,361,0,"/home/user/pure/momoshop.com.tw/slide.js"
"slideSetTimeOut",3,112,23,0,"/home/user/pure/momoshop.com.tw/slide.js"
"addDots",4,120,55,0,"/home/user/pure/momoshop.com.tw/slide.js"
"move",5,137,76,1,"/home/user/pure/momoshop.com.tw/slide.js"
"moveFun",5,147,201,1,"/home/user/pure/momoshop.com.tw/slide.js"
"<anonymous>",3,172,91,0,"/home/user/pure/momoshop.com.tw/slide.js"
"bindTouch",1,189,27,0,"/home/user/pure/momoshop.com.tw/slide.js"
"<anonymous>",5,191,64,1,"/home/user/pure/momoshop.com.tw/slide.js"
"<anonymous>",7,201,101,1,"/home/user/pure/momoshop.com.tw/slide.js"
"<anonymous>",18,232,480,1,"/home/user/pure/momoshop.com.tw/slide.js"
"bindRLButton",1,283,30,0,"/home/user/pure/momoshop.com.tw/slide.js"
"<anonymous>",2,284,12,0,"/home/user/pure/momoshop.com.tw/slide.js"
"<anonymous>",2,290,12,0,"/home/user/pure/momoshop.com.tw/slide.js"
"<anonymous>",1,2,2,0,"/home/user/pure/collegeboard.org/satellite-57bf401064746d361f0064e4.js"
"<anonymous>",1,11,0,0,"/home/user/pure/collegeboard.org/satellite-57bf401064746d361f0064e4.js"
"templates_templatePortalHeroBannerSection.templatePortalHeroBannerSection",3,9,70,2,"/home/user/pure/hdfcbank.com/template.js"
"<anonymous>",1,1,28,2,"/home/user/pure/elsevierhealth.com/arrays.js"
"getIndex",2,4,23,2,"/home/user/pure/elsevierhealth.com/arrays.js"
"<anonymous>",1,9,9,1,"/home/user/pure/elsevierhealth.com/arrays.js"
"toggle",1,14,3,3,"/home/user/pure/elsevierhealth.com/arrays.js"
"remove",2,16,19,2,"/home/user/pure/elsevierhealth.com/arrays.js"
"add",1,22,19,1,"/home/user/pure/elsevierhealth.com/arrays.js"
"<anonymous>",2,24,14,1,"/home/user/pure/elsevierhealth.com/arrays.js"
"insert",12,30,99,3,"/home/user/pure/elsevierhealth.com/arrays.js"
"formatOffset",3,54,14,2,"/home/user/pure/elsevierhealth.com/arrays.js"
"add",1,4,1,1,"/home/user/pure/lg.com/compare-cookie.js"
"remove",1,6,3,1,"/home/user/pure/lg.com/compare-cookie.js"
"generate_networkbar",1,1,72,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.init",2,2,38,1,"/home/user/pure/youporn.com/networkbar-4.js"
"a.networkbarConfig",5,11,619,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.generateEventListener",2,219,23,3,"/home/user/pure/youporn.com/networkbar-4.js"
"a.dataURL",2,226,15,2,"/home/user/pure/youporn.com/networkbar-4.js"
"a.countryURL",2,233,35,2,"/home/user/pure/youporn.com/networkbar-4.js"
"a.css2dTransform",3,240,48,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.utmGenerator",2,250,16,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.generateHTML",11,253,344,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.generateHTMLGay",8,258,305,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.generateCSS",28,263,303,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.currentSiteLink",6,275,131,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.prepareEvent",3,292,236,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.alternate_header_click",5,293,77,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.more_header_click",5,308,77,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.alternate_header_leave",2,323,23,0,"/home/user/pure/youporn.com/networkbar-4.js"
"a.more_header_leave",2,330,23,0,"/home/user/pure/youporn.com/networkbar-4.js"
